time_stamp,Month,Average 60 m temperature,Average 60 m wind speed,Vector-averaged 60 m wind speed,Vector-averaged 60 m wind direction,Standard deviation of 60 m wind direction,Total precipitaion for the period,Estimated heat flux,Estimated friction velocity,Average 10 m temperature,Average 10 m wind speed,Vector-averaged 10 m wind speed,Vector-averaged 10 m wind direction,Standard deviation of 10 m wind direction,Average global irrradiation,Average net radiation,Estimated surface roughness length,day_month,Average 10 m vapor pressure,Average 10 m dew point temperature,hour_min,time_stamp,target,p_target
2020_02_25_06_45,02,1.9532,729.11,715.82,42.355,10.937000000000001,0.0,99999.0,99999.0,2.2014,99999.0,99999.0,99999.0,99999.0,1.7736,-5.1367,99999.0,25,0.583,0.6683,06_45,2020_02_25_06_45,0,0
2020_02_25_07_00,02,1.9066,773.77,758.04,40.628,11.548,0.0,99999.0,99999.0,2.1566,99999.0,99999.0,99999.0,99999.0,4.6252,-2.5867,99999.0,25,0.5770000000000001,0.7931,07_00,2020_02_25_07_00,0,1
2020_02_25_07_15,02,1.8763,797.87,781.75,43.36600000000001,11.511,0.0,99999.0,99999.0,2.13,99999.0,99999.0,99999.0,99999.0,9.9681,1.3744,99999.0,25,0.569,0.9895,07_15,2020_02_25_07_15,1,1
2020_02_25_07_30,02,1.8538,762.22,746.22,44.137,11.735,0.0,99999.0,99999.0,2.1239,99999.0,99999.0,99999.0,99999.0,19.711,8.5419,99999.0,25,0.5670000000000001,-1.31,07_30,2020_02_25_07_30,1,1
2020_02_25_07_45,02,1.8304,731.48,718.45,41.817,10.81,0.0,99999.0,99999.0,2.1058,99999.0,99999.0,99999.0,99999.0,30.311,15.873,99999.0,25,0.562,-1.1515,07_45,2020_02_25_07_45,1,2
2020_02_25_08_00,02,1.8416,913.91,901.27,37.27,9.5284,0.0,99999.0,99999.0,2.1428,99999.0,99999.0,99999.0,99999.0,62.066,38.152,99999.0,25,0.564,-1.1033,08_00,2020_02_25_08_00,2,2
2020_02_25_08_15,02,1.9162,793.17,777.85,35.959,11.258,0.0,99999.0,99999.0,2.2298,99999.0,99999.0,99999.0,99999.0,69.45,43.308,99999.0,25,0.568,-1.73,08_15,2020_02_25_08_15,2,2
2020_02_25_08_30,02,2.0453,816.42,800.89,38.064,11.171,0.0,99999.0,99999.0,2.3624,99999.0,99999.0,99999.0,99999.0,86.196,53.65,99999.0,25,0.562,-1.1714,08_30,2020_02_25_08_30,2,2
2020_02_25_08_45,02,2.0393,939.12,927.85,35.343,8.8739,0.0,99999.0,99999.0,2.3978,99999.0,99999.0,99999.0,99999.0,120.11,76.406,99999.0,25,0.55,-1.4568,08_45,2020_02_25_08_45,2,2
2020_02_25_09_00,02,2.0759,777.4,761.59,38.013000000000005,11.552999999999999,0.0,99999.0,99999.0,2.4719,99999.0,99999.0,99999.0,99999.0,133.38,85.751,99999.0,25,0.54,-1.7071,09_00,2020_02_25_09_00,2,2
2020_02_25_09_15,02,2.1586,812.59,794.45,36.343,12.103,0.0,99999.0,99999.0,2.5716,99999.0,99999.0,99999.0,99999.0,154.32,98.777,99999.0,25,0.527,-2.202,09_15,2020_02_25_09_15,2,2
2020_02_25_09_30,02,2.11,925.76,912.75,31.16,9.6034,0.0,99999.0,99999.0,2.578,99999.0,99999.0,99999.0,99999.0,195.36,125.72,99999.0,25,0.536,-1.8047,09_30,2020_02_25_09_30,2,2
2020_02_25_09_45,02,2.1572,846.16,831.19,33.366,10.777000000000001,0.0,99999.0,99999.0,2.6307,99999.0,99999.0,99999.0,99999.0,188.14,122.11,99999.0,25,0.537,-1.7648,09_45,2020_02_25_09_45,2,2
2020_02_25_10_00,02,2.1987,913.1,900.47,32.148,9.5295,0.0,99999.0,99999.0,2.68,99999.0,99999.0,99999.0,99999.0,172.99,112.38,99999.0,25,0.537,-1.7736,10_00,2020_02_25_10_00,2,2
2020_02_25_10_15,02,2.2563,787.79,771.77,31.773000000000003,11.55,0.0,99999.0,99999.0,2.7156,99999.0,99999.0,99999.0,99999.0,165.05,106.27,99999.0,25,0.5379999999999999,-1.7556,10_15,2020_02_25_10_15,2,2
2020_02_25_10_30,02,2.3963,805.45,792.64,32.203,10.217,0.0,99999.0,99999.0,2.891,99999.0,99999.0,99999.0,99999.0,247.77,161.23,99999.0,25,0.535,-1.828,10_30,2020_02_25_10_30,2,2
2020_02_25_10_45,02,2.4937,827.33,808.6,33.654,12.187000000000001,0.0,99999.0,99999.0,3.1162,99999.0,99999.0,99999.0,99999.0,276.56,181.2,99999.0,25,0.547,-1.5374,10_45,2020_02_25_10_45,2,2
2020_02_25_11_00,02,2.4169,786.02,770.61,36.18,11.341,0.0,99999.0,99999.0,2.9801,99999.0,99999.0,99999.0,99999.0,250.86,162.81,99999.0,25,0.545,-1.568,11_00,2020_02_25_11_00,2,2
2020_02_25_11_15,02,2.4067,843.66,828.41,31.456999999999997,10.888,0.0,99999.0,99999.0,2.9908,99999.0,99999.0,99999.0,99999.0,266.94,174.13,99999.0,25,0.5479999999999999,-1.501,11_15,2020_02_25_11_15,2,2
2020_02_25_11_30,02,2.5036,744.32,727.07,28.24,12.331,0.0,99999.0,99999.0,3.1439,99999.0,99999.0,99999.0,99999.0,340.57,223.23,99999.0,25,0.5539999999999999,-1.3452,11_30,2020_02_25_11_30,2,2
2020_02_25_11_45,02,2.4668,879.26,867.25,25.249000000000002,9.4674,0.0,99999.0,99999.0,3.1553,99999.0,99999.0,99999.0,99999.0,340.14,222.23,99999.0,25,0.556,-1.3074,11_45,2020_02_25_11_45,2,2
2020_02_25_12_00,02,2.4999,995.98,984.64,24.912,8.6403,0.0,99999.0,99999.0,3.2149,99999.0,99999.0,99999.0,99999.0,411.77,272.52,99999.0,25,0.545,-1.575,12_00,2020_02_25_12_00,2,2
2020_02_25_12_15,02,2.6272,834.36,822.23,24.676,9.7668,0.0,99999.0,99999.0,3.2954,99999.0,99999.0,99999.0,99999.0,291.84,190.76,99999.0,25,0.539,-1.7212,12_15,2020_02_25_12_15,2,2
2020_02_25_12_30,02,2.541,838.75,827.51,20.074,9.3767,0.0,99999.0,99999.0,3.123,99999.0,99999.0,99999.0,99999.0,216.3,137.48,99999.0,25,0.531,-1.9272,12_30,2020_02_25_12_30,2,2
2020_02_25_12_45,02,2.4115,794.18,779.01,18.407,11.194,0.0,99999.0,99999.0,2.9677,99999.0,99999.0,99999.0,99999.0,169.42,105.66,99999.0,25,0.544,-1.5984,12_45,2020_02_25_12_45,2,2
2020_02_25_13_00,02,2.0356,964.02,949.82,14.209000000000001,9.8329,0.0,99999.0,99999.0,2.5331,99999.0,99999.0,99999.0,99999.0,147.88,92.666,99999.0,25,0.544,-1.6079,13_00,2020_02_25_13_00,2,2
2020_02_25_13_15,02,2.206,720.66,704.51,17.585,12.126,0.0,99999.0,99999.0,2.7258,99999.0,99999.0,99999.0,99999.0,183.45,117.98,99999.0,25,0.5429999999999999,-1.6199,13_15,2020_02_25_13_15,2,2
2020_02_25_13_30,02,2.1517,868.76,852.4,23.204,11.115,0.0,99999.0,99999.0,2.701,99999.0,99999.0,99999.0,99999.0,180.12,117.54,99999.0,25,0.546,-1.5424,13_30,2020_02_25_13_30,2,2
2020_02_25_13_45,02,1.9485,843.29,820.85,23.884,13.213,0.0,99999.0,99999.0,2.4474,99999.0,99999.0,99999.0,99999.0,122.4,78.329,99999.0,25,0.547,-1.5215,13_45,2020_02_25_13_45,2,2
2020_02_25_14_00,02,1.8863,720.82,705.65,26.320999999999998,11.75,0.0,99999.0,99999.0,2.3481,99999.0,99999.0,99999.0,99999.0,109.48,69.696,99999.0,25,0.551,-1.4387,14_00,2020_02_25_14_00,2,2
2020_02_25_14_15,02,1.6911,817.94,803.23,18.438,10.860999999999999,0.0,99999.0,99999.0,2.1502,99999.0,99999.0,99999.0,99999.0,90.38799999999999,57.198,99999.0,25,0.5489999999999999,-1.479,14_15,2020_02_25_14_15,2,2
2020_02_25_14_30,02,1.3731,921.08,904.63,25.07,10.824000000000002,0.0,99999.0,99999.0,1.7391,99999.0,99999.0,99999.0,99999.0,82.20200000000001,51.79600000000001,99999.0,25,0.556,-1.3058,14_30,2020_02_25_14_30,2,2
2020_02_25_14_45,02,1.0304,1024.1,1010.9,20.948,9.1978,0.0,99999.0,99999.0,1.3173,99999.0,99999.0,99999.0,99999.0,86.103,53.678999999999995,99999.0,25,0.56,-1.1949,14_45,2020_02_25_14_45,2,2
2020_02_25_15_00,02,0.8806,998.21,984.82,21.144000000000002,9.3814,0.0,99999.0,99999.0,1.1381,99999.0,99999.0,99999.0,99999.0,65.097,39.205,99999.0,25,0.565,-1.83,15_00,2020_02_25_15_00,2,2
2020_02_25_15_15,02,0.7976,914.37,899.49,19.91,10.334000000000001,0.0,99999.0,99999.0,1.0415,99999.0,99999.0,99999.0,99999.0,81.04,50.966,99999.0,25,0.574,0.8736,15_15,2020_02_25_15_15,2,1
2020_02_25_15_30,02,0.7614,871.12,856.97,20.111,10.324000000000002,0.0,99999.0,99999.0,1.0012,99999.0,99999.0,99999.0,99999.0,59.185,35.656,99999.0,25,0.5770000000000001,0.7895,15_30,2020_02_25_15_30,1,2
2020_02_25_15_45,02,0.7606,958.64,947.52,19.941,8.725,0.0,99999.0,99999.0,0.9748,99999.0,99999.0,99999.0,99999.0,62.172,37.95,99999.0,25,0.578,0.7703,15_45,2020_02_25_15_45,2,1
2020_02_25_16_00,02,0.6562,876.18,864.21,20.281,9.4662,0.0,99999.0,99999.0,0.8942,99999.0,99999.0,99999.0,99999.0,44.213,26.235,99999.0,25,0.5870000000000001,0.574,16_00,2020_02_25_16_00,1,1
2020_02_25_16_15,02,0.4855,794.24,777.96,19.796,11.597999999999999,0.0,99999.0,99999.0,0.6892,99999.0,99999.0,99999.0,99999.0,28.316,15.640999999999998,99999.0,25,0.593,0.4263,16_15,2020_02_25_16_15,1,1
2020_02_25_16_30,02,0.3902,3643.9,3527.1,11.402000000000001,14.503,0.0,99999.0,99999.0,0.5464,99999.0,99999.0,99999.0,99999.0,19.191,9.8954,99999.0,25,0.588,0.5474,16_30,2020_02_25_16_30,1,1
2020_02_25_16_45,02,0.3211,5002.1,5002.1,10.915999999999999,0.0396,0.0,99999.0,99999.0,0.4766,99999.0,99999.0,99999.0,99999.0,18.772000000000002,9.9126,99999.0,25,0.583,0.6536,16_45,2020_02_25_16_45,1,1
2020_02_25_17_00,02,0.2032,5002.2,5002.2,10.919,0.1119,0.0,99999.0,99999.0,0.3556,99999.0,99999.0,99999.0,99999.0,11.387,4.5195,99999.0,25,0.5770000000000001,0.8032,17_00,2020_02_25_17_00,1,1
2020_02_25_17_15,02,0.0655,5002.2,5002.1,10.845,0.3646,0.0,99999.0,99999.0,0.2308,99999.0,99999.0,99999.0,99999.0,6.2641,1.1364,99999.0,25,0.5720000000000001,0.9213,17_15,2020_02_25_17_15,1,0
2020_02_25_17_30,02,-0.0978,5002.2,5001.2,10.663,1.1197,0.0,99999.0,99999.0,0.0803,99999.0,99999.0,99999.0,99999.0,2.3677,-1.3521,99999.0,25,0.57,0.9771,17_30,2020_02_25_17_30,0,0
2020_02_25_17_45,02,-0.2143,5002.2,5001.7,10.58,0.8478,0.0,99999.0,99999.0,-0.0205,99999.0,99999.0,99999.0,99999.0,0.4991,-2.5715,99999.0,25,0.564,-1.1086,17_45,2020_02_25_17_45,0,0
2020_02_25_18_00,02,-0.2753,5002.3,5002.2,10.895999999999999,0.1855,0.0,99999.0,99999.0,-0.0759,99999.0,99999.0,99999.0,99999.0,0.0,-2.7802,99999.0,25,0.5589999999999999,-1.2317,18_00,2020_02_25_18_00,0,0
2020_02_25_18_15,02,-0.3799,5002.3,5002.0,10.86,0.6612,0.0,99999.0,99999.0,-0.1965,99999.0,99999.0,99999.0,99999.0,0.0,-2.373,99999.0,25,0.557,-1.2878,18_15,2020_02_25_18_15,0,0
2020_02_25_18_30,02,-0.4829,5002.2,4995.3,10.749,3.0009,0.0,99999.0,99999.0,-0.3007,99999.0,99999.0,99999.0,99999.0,0.0,-2.1251,99999.0,25,0.555,-1.3353,18_30,2020_02_25_18_30,0,0
2020_02_25_18_45,02,-0.6058,5002.2,5000.8,10.899000000000001,1.3809,0.0,99999.0,99999.0,-0.4239,99999.0,99999.0,99999.0,99999.0,0.0,-1.9498,99999.0,25,0.557,-1.2963,18_45,2020_02_25_18_45,0,0
2020_02_25_19_00,02,-0.6843,5002.2,5001.3,10.238,1.0993,0.2,99999.0,99999.0,-0.5154,99999.0,99999.0,99999.0,99999.0,0.0,-2.0134,99999.0,25,0.557,-1.2926,19_00,2020_02_25_19_00,0,0
2020_02_25_19_15,02,-0.7458,5002.1,5001.1,9.7719,1.1367,0.0,99999.0,99999.0,-0.5742,99999.0,99999.0,99999.0,99999.0,0.0,-2.1892,99999.0,25,0.556,-1.3012,19_15,2020_02_25_19_15,0,0
2020_02_25_19_30,02,-0.71,5002.2,4995.7,10.875,2.9177,0.0,99999.0,99999.0,-0.5409,99999.0,99999.0,99999.0,99999.0,0.0,-2.7663,99999.0,25,0.557,-1.2923,19_30,2020_02_25_19_30,0,0
2020_02_25_19_45,02,-0.7376,5002.2,5001.2,10.182,1.1706,0.0,99999.0,99999.0,-0.5564,99999.0,99999.0,99999.0,99999.0,0.0,-3.3683,99999.0,25,0.5539999999999999,-1.3521,19_45,2020_02_25_19_45,0,0
2020_02_25_20_00,02,-0.7088,5002.3,5001.4,9.6673,1.0568,0.2,99999.0,99999.0,-0.5379,99999.0,99999.0,99999.0,99999.0,0.0,-3.3441,99999.0,25,0.5529999999999999,-1.3794,20_00,2020_02_25_20_00,0,0
2020_02_25_20_15,02,-0.6967,4284.9,2448.9,347.14,53.022,0.0,99999.0,99999.0,-0.5092,99999.0,99999.0,99999.0,99999.0,0.0,-3.6007,99999.0,25,0.555,-1.3338,20_15,2020_02_25_20_15,0,0
2020_02_25_20_30,02,-0.6735,751.42,449.71,139.43,51.326,0.0,99999.0,99999.0,-0.4776,99999.0,99999.0,99999.0,99999.0,0.0,-3.3395,99999.0,25,0.557,-1.2734,20_30,2020_02_25_20_30,0,0
2020_02_25_20_45,02,-0.6506,2411.9,1849.6,14.936,39.109,0.0,99999.0,99999.0,-0.4622,99999.0,99999.0,99999.0,99999.0,0.0,-3.301,99999.0,25,0.5589999999999999,-1.2322,20_45,2020_02_25_20_45,0,0
2020_02_25_21_00,02,-0.6104,691.13,384.86,124.99,53.92100000000001,0.0,99999.0,99999.0,-0.429,99999.0,99999.0,99999.0,99999.0,0.0,-3.4811,99999.0,25,0.5589999999999999,-1.2341,21_00,2020_02_25_21_00,0,0
2020_02_25_21_15,02,-0.6171,2823.1,2487.4,12.370999999999999,27.929000000000002,0.0,99999.0,99999.0,-0.4249,99999.0,99999.0,99999.0,99999.0,0.0,-3.7513,99999.0,25,0.557,-1.2868,21_15,2020_02_25_21_15,0,0
2020_02_25_21_30,02,-0.628,1055.5,574.92,28.468000000000004,54.656000000000006,0.0,99999.0,99999.0,-0.4334,99999.0,99999.0,99999.0,99999.0,0.0,-3.8962,99999.0,25,0.551,-1.4361,21_30,2020_02_25_21_30,0,0
2020_02_25_21_45,02,-0.6869,590.39,378.6,102.93,48.513999999999996,0.0,99999.0,99999.0,-0.486,99999.0,99999.0,99999.0,99999.0,0.0,-4.1453,99999.0,25,0.545,-1.5822,21_45,2020_02_25_21_45,0,0
2020_02_25_22_00,02,-0.7042,604.91,408.47,122.52,46.158,0.0,99999.0,99999.0,-0.4994,99999.0,99999.0,99999.0,99999.0,0.0,-4.0539,99999.0,25,0.546,-1.5701,22_00,2020_02_25_22_00,0,0
2020_02_25_22_15,02,-0.68,636.0,436.25,114.9,45.394,0.0,99999.0,99999.0,-0.5001,99999.0,99999.0,99999.0,99999.0,0.0,-4.1284,99999.0,25,0.542,-1.6658,22_15,2020_02_25_22_15,0,0
2020_02_25_22_30,02,-0.7255,2844.6,2199.1,7.4227,38.586999999999996,0.0,99999.0,99999.0,-0.5316,99999.0,99999.0,99999.0,99999.0,0.0,-4.151,99999.0,25,0.541,-1.6858,22_30,2020_02_25_22_30,0,0
2020_02_25_22_45,02,-0.798,4851.5,4818.8,9.0546,6.6535,0.0,99999.0,99999.0,-0.605,99999.0,99999.0,99999.0,99999.0,0.0,-3.9477,99999.0,25,0.546,-1.5603,22_45,2020_02_25_22_45,0,0
2020_02_25_23_00,02,-0.8399,4787.9,4770.6,9.095,4.8663,0.0,99999.0,99999.0,-0.6482,99999.0,99999.0,99999.0,99999.0,0.0,-4.3661,99999.0,25,0.544,-1.5983,23_00,2020_02_25_23_00,0,0
2020_02_25_23_15,02,-0.855,4747.5,4703.0,8.5524,7.8456,0.0,99999.0,99999.0,-0.6647,99999.0,99999.0,99999.0,99999.0,0.0,-4.1363,99999.0,25,0.544,-1.6187,23_15,2020_02_25_23_15,0,0
2020_02_25_23_30,02,-0.9065,4743.1,4680.9,8.8139,9.2753,0.0,99999.0,99999.0,-0.7103,99999.0,99999.0,99999.0,99999.0,0.0,-3.76,99999.0,25,0.546,-1.5694,23_30,2020_02_25_23_30,0,0
2020_02_25_23_45,02,-0.9568,5002.1,5000.9,9.6999,1.2554,0.2,99999.0,99999.0,-0.7726,99999.0,99999.0,99999.0,99999.0,0.0,-3.7107,99999.0,25,0.546,-1.5536,23_45,2020_02_25_23_45,0,0
2020_02_25_00_00,02,-0.9827,4932.5,4782.8,9.0207,14.112,0.0,99999.0,99999.0,-0.7908,99999.0,99999.0,99999.0,99999.0,0.0,-3.652,99999.0,25,0.544,-1.6207,00_00,2020_02_25_00_00,0,0
2020_02_26_00_15,02,-1.0631,5002.4,5001.2,10.275,1.2451,0.0,99999.0,99999.0,-0.8623,99999.0,99999.0,99999.0,99999.0,0.0,-3.9669,99999.0,26,0.541,-1.6804,00_15,2020_02_26_00_15,0,0
2020_02_26_00_30,02,-1.1096,5002.5,5001.9,10.323,0.914,0.0,99999.0,99999.0,-0.9148,99999.0,99999.0,99999.0,99999.0,0.0,-3.8964,99999.0,26,0.542,-1.6703,00_30,2020_02_26_00_30,0,0
2020_02_26_00_45,02,-1.1569,5002.4,4623.5,7.2342,22.293000000000003,0.0,99999.0,99999.0,-0.9644,99999.0,99999.0,99999.0,99999.0,0.0,-3.8721,99999.0,26,0.539,-1.7286,00_45,2020_02_26_00_45,0,0
2020_02_26_01_00,02,-1.195,4896.2,4611.3,7.7705,19.54,0.0,99999.0,99999.0,-0.9987,99999.0,99999.0,99999.0,99999.0,0.0,-3.9922,99999.0,26,0.534,-1.8472,01_00,2020_02_26_01_00,0,0
2020_02_26_01_15,02,-1.252,4802.0,3612.9,359.96,40.306999999999995,0.0,99999.0,99999.0,-1.0371,99999.0,99999.0,99999.0,99999.0,0.0,-4.2195,99999.0,26,0.534,-1.8578,01_15,2020_02_26_01_15,0,0
2020_02_26_01_30,02,-1.2751,3155.7,1351.9,318.3,61.239,0.0,99999.0,99999.0,-1.0775,99999.0,99999.0,99999.0,99999.0,0.0,-4.5612,99999.0,26,0.527,-2.417,01_30,2020_02_26_01_30,0,0
2020_02_26_01_45,02,-1.3048,1580.3,665.08,317.15,61.641999999999996,0.0,99999.0,99999.0,-1.107,99999.0,99999.0,99999.0,99999.0,0.0,-4.9832,99999.0,26,0.525,-2.772,01_45,2020_02_26_01_45,0,0
2020_02_26_02_00,02,-1.352,937.23,912.45,307.06,13.173,0.0,99999.0,99999.0,-1.1428,99999.0,99999.0,99999.0,99999.0,0.0,-6.2995,99999.0,26,0.523,-2.1457,02_00,2020_02_26_02_00,0,0
2020_02_26_02_15,02,-1.4421,910.88,820.06,301.29,25.576,0.0,99999.0,99999.0,-1.2308,99999.0,99999.0,99999.0,99999.0,0.0,-7.677,99999.0,26,0.515,-2.3577,02_15,2020_02_26_02_15,0,0
2020_02_26_02_30,02,-1.5577,1847.9,1722.3,258.13,21.121,0.0,99999.0,99999.0,-1.344,99999.0,99999.0,99999.0,99999.0,0.0,-7.2358,99999.0,26,0.51,-2.478,02_30,2020_02_26_02_30,0,0
2020_02_26_02_45,02,-1.6262,1741.2,1644.3,260.99,19.105,0.0,99999.0,99999.0,-1.4083,99999.0,99999.0,99999.0,99999.0,0.0,-5.4684,99999.0,26,0.512,-2.4293,02_45,2020_02_26_02_45,0,0
2020_02_26_03_00,02,-1.6396,1299.6,1196.0,280.33,22.874000000000002,0.0,99999.0,99999.0,-1.4247,99999.0,99999.0,99999.0,99999.0,0.0,-3.9816,99999.0,26,0.51,-2.4727,03_00,2020_02_26_03_00,0,0
2020_02_26_03_15,02,-1.6727,835.41,354.03,261.43,61.486999999999995,0.0,99999.0,99999.0,-1.4556,99999.0,99999.0,99999.0,99999.0,0.0,-4.1722,99999.0,26,0.511,-2.4443,03_15,2020_02_26_03_15,0,0
2020_02_26_03_30,02,-1.6753,857.45,798.94,308.06,21.16,0.0,99999.0,99999.0,-1.4652,99999.0,99999.0,99999.0,99999.0,0.0,-4.4854,99999.0,26,0.508,-2.518,03_30,2020_02_26_03_30,0,0
2020_02_26_03_45,02,-1.6972,837.28,783.07,309.0,20.611,0.0,99999.0,99999.0,-1.4769,99999.0,99999.0,99999.0,99999.0,0.0,-4.3591,99999.0,26,0.512,-2.4279,03_45,2020_02_26_03_45,0,0
2020_02_26_04_00,02,-1.7203,868.06,810.2,318.53,20.912,0.0,99999.0,99999.0,-1.5008,99999.0,99999.0,99999.0,99999.0,0.0,-4.5432,99999.0,26,0.511,-2.4551,04_00,2020_02_26_04_00,0,0
2020_02_26_04_15,02,-1.7536,835.91,801.32,320.94,16.477999999999998,0.0,99999.0,99999.0,-1.5457,99999.0,99999.0,99999.0,99999.0,0.0,-4.7728,99999.0,26,0.504,-2.6423,04_15,2020_02_26_04_15,0,0
2020_02_26_04_30,02,-1.7741,802.99,758.89,326.21,18.982,0.0,99999.0,99999.0,-1.5717,99999.0,99999.0,99999.0,99999.0,0.0,-5.3178,99999.0,26,0.496,-2.85,04_30,2020_02_26_04_30,0,0
2020_02_26_04_45,02,-1.8053,780.95,750.15,326.11,16.086,0.0,99999.0,99999.0,-1.6031,99999.0,99999.0,99999.0,99999.0,0.0,-6.2169,99999.0,26,0.489,-3.488,04_45,2020_02_26_04_45,0,0
2020_02_26_05_00,02,-1.8756,725.41,674.31,315.97,21.499000000000002,0.0,99999.0,99999.0,-1.6715,99999.0,99999.0,99999.0,99999.0,0.0,-5.7155,99999.0,26,0.489,-3.411,05_00,2020_02_26_05_00,0,0
2020_02_26_05_15,02,-1.9197,704.31,673.04,316.15,17.067,0.0,99999.0,99999.0,-1.7185,99999.0,99999.0,99999.0,99999.0,0.0,-5.2973,99999.0,26,0.491,-3.12,05_15,2020_02_26_05_15,0,0
2020_02_26_05_30,02,-1.986,718.71,680.29,316.04,18.727,0.0,99999.0,99999.0,-1.78,99999.0,99999.0,99999.0,99999.0,0.0,-4.8153,99999.0,26,0.494,-2.9187,05_30,2020_02_26_05_30,0,0
2020_02_26_05_45,02,-2.0057,732.46,652.53,318.6,26.758000000000003,0.0,99999.0,99999.0,-1.8076,99999.0,99999.0,99999.0,99999.0,0.0,-4.9938,99999.0,26,0.496,-2.8492,05_45,2020_02_26_05_45,0,0
2020_02_26_06_00,02,-2.0448,763.08,628.87,321.86,33.969,0.0,99999.0,99999.0,-1.8494,99999.0,99999.0,99999.0,99999.0,0.0,-4.546,99999.0,26,0.496,-2.8442,06_00,2020_02_26_06_00,0,0
2020_02_26_06_15,02,-2.12,804.48,537.89,337.82,46.628,0.2,99999.0,99999.0,-1.9111,99999.0,99999.0,99999.0,99999.0,0.0,-3.5566,99999.0,26,0.498,-2.7915,06_15,2020_02_26_06_15,0,0
2020_02_26_06_30,02,-2.5051,530.08,380.84,356.99,42.979,0.0,99999.0,99999.0,-2.2356,99999.0,99999.0,99999.0,99999.0,0.0,-3.1402,99999.0,26,0.484,-3.2017,06_30,2020_02_26_06_30,0,0
2020_02_26_06_45,02,-3.0654,306.57,188.99,354.16,50.163999999999994,0.0,99999.0,99999.0,-2.8095,99999.0,99999.0,99999.0,99999.0,3.0505,-4.4397,99999.0,26,0.45399999999999996,-4.393,06_45,2020_02_26_06_45,0,0
2020_02_26_07_00,02,-3.2553,293.13,103.26,347.21,65.191,0.0,99999.0,99999.0,-3.0024,99999.0,99999.0,99999.0,99999.0,8.9607,-4.0455,99999.0,26,0.441,-4.4294,07_00,2020_02_26_07_00,0,0
2020_02_26_07_15,02,-3.3551,300.16,129.75,355.52,61.031000000000006,0.0,99999.0,99999.0,-3.0989,99999.0,99999.0,99999.0,99999.0,17.164,-2.4528,99999.0,26,0.43,-4.7457,07_15,2020_02_26_07_15,0,0
2020_02_26_07_30,02,-3.3965,331.93,219.69,351.51,47.101000000000006,0.0,99999.0,99999.0,-3.1581,99999.0,99999.0,99999.0,99999.0,27.74,-0.7726,99999.0,26,0.428,-4.8171,07_30,2020_02_26_07_30,0,1
2020_02_26_07_45,02,-3.3609,325.51,275.97,356.53,31.599,0.0,99999.0,99999.0,-3.1133,99999.0,99999.0,99999.0,99999.0,52.367,3.741,99999.0,26,0.426,-4.8859,07_45,2020_02_26_07_45,1,1
2020_02_26_08_00,02,-3.3437,716.03,701.06,357.9,11.713,0.0,99999.0,99999.0,-3.0645,99999.0,99999.0,99999.0,99999.0,93.322,10.700999999999999,99999.0,26,0.42,-5.537999999999999,08_00,2020_02_26_08_00,1,1
2020_02_26_08_15,02,-3.3837,780.96,765.39,359.69,11.437000000000001,0.0,99999.0,99999.0,-3.0833,99999.0,99999.0,99999.0,99999.0,124.6,12.866,99999.0,26,0.41200000000000003,-5.3095,08_15,2020_02_26_08_15,1,1
2020_02_26_08_30,02,-3.3869,1035.7,1027.7,357.64,7.1552,0.0,99999.0,99999.0,-3.0524,99999.0,99999.0,99999.0,99999.0,137.52,12.407,99999.0,26,0.41100000000000003,-5.3613,08_30,2020_02_26_08_30,1,1
2020_02_26_08_45,02,-3.3215,808.41,795.13,356.79,10.385,0.0,99999.0,99999.0,-2.9782,99999.0,99999.0,99999.0,99999.0,178.5,18.007,99999.0,26,0.408,-5.4318,08_45,2020_02_26_08_45,1,1
2020_02_26_09_00,02,-3.1525,819.92,804.39,357.19,11.145,0.0,99999.0,99999.0,-2.7777,99999.0,99999.0,99999.0,99999.0,211.84,26.201999999999998,99999.0,26,0.406,-5.5218,09_00,2020_02_26_09_00,1,1
2020_02_26_09_15,02,-2.9638,1012.5,1001.9,358.96,8.2923,0.0,99999.0,99999.0,-2.5954,99999.0,99999.0,99999.0,99999.0,207.8,29.043000000000003,99999.0,26,0.402,-5.6459,09_15,2020_02_26_09_15,1,1
2020_02_26_09_30,02,-2.7381,860.91,843.45,1.2146,11.538,0.0,99999.0,99999.0,-2.3624,99999.0,99999.0,99999.0,99999.0,207.96,28.783,99999.0,26,0.40299999999999997,-5.5974,09_30,2020_02_26_09_30,1,1
2020_02_26_09_45,02,-2.5716,852.57,839.52,355.47,10.024,0.0,99999.0,99999.0,-2.1694,99999.0,99999.0,99999.0,99999.0,210.56,28.694000000000003,99999.0,26,0.405,-5.5444,09_45,2020_02_26_09_45,1,1
2020_02_26_10_00,02,-2.4636,675.29,661.87,354.46,11.42,0.0,99999.0,99999.0,-2.0607,99999.0,99999.0,99999.0,99999.0,205.39,28.124000000000002,99999.0,26,0.40399999999999997,-5.5668,10_00,2020_02_26_10_00,1,1
2020_02_26_10_15,02,-2.4109,750.52,739.14,349.69,9.9708,0.0,99999.0,99999.0,-1.9865,99999.0,99999.0,99999.0,99999.0,219.65,32.038000000000004,99999.0,26,0.41,-5.3959,10_15,2020_02_26_10_15,1,2
