 M  ,1,4,20,1700,9.1274,526.18,523.74,74.595,5.5146,0.0000,0.00,15.91
0,759,0,2,9863,9.5050,480.33,470.65,84.470,11.498,222.29,76.253,0.00
99,0.80,1,61,0.830,99999,99999,99999,-0.101,     C ,111111111,11111111,1110001
 H  ,1,4,20,1700,9.545,467.94,461.14,70.417,9.7648,0.0000,0.00,12.73
0,759,5,3,0.000,10.010,432.63,418.55,80.98,13.913,300.9,132.7,0.01
9,9.8,0,   ,60.1,6.0390,5.5130,6.6840,-1.348,     C ,111111331,11111111,3111113
 M  ,1,4,20,1715,8.9042,499.49,493.67,66.088,8.7459,0.0000,0.00,19.71
0,754,5,2,9067,9.2436,425.78,415.55,79.162,12.552,170.02,38.839,0.14
99,0.79,9,62,0.886,99999,99999,99999,-0.027,     C ,111111111,11111111,1110001
 M  ,1,4,20,1730,8.6117,503.23,500.82,70.185,5.6105,0.0000,0.00,15.32
0,746,3,2,7556,8.8834,438.67,431.83,80.543,10.108,121.60,4.8469,0.01
99,0.79,5,63,0.661,99999,99999,99999,-0.007,     C ,111111111,11111111,1110001
 M  ,1,4,20,1745,8.1929,518.94,516.94,74.836,5.0241,0.0000,99999,99999
0,732,1,2,4819,8.3878,503.65,499.29,86.012,7.5348,75.742,-26.878,99999
99,0.79,0,64,0.313,99999,99999,99999,99999,     D ,111111001,11111111,110000
 M  ,1,4,20,1800,7.7162,512.72,510.36,71.834,5.4986,0.0000,99999,99999
0,717,3,2,1955,7.8601,464.58,459.48,81.848,8.4911,37.501,-47.658,99999
99,0.78,3,65,0.259,99999,99999,99999,99999,     D ,111111001,11111111,110000
 H  ,1,4,20,1800,8.356,508.60,504.68,70.790,7.1064,0.0000,0.00,17.52
0,737,5,2,0.585,8.594,458.17,451.07,82.07,9.856,101.2,-7.7,0.07
9,9.7,9,   ,64.0,6.1750,5.4950,6.6760,-0.017,     C ,111111331,11111111,3111113
 M  ,1,4,20,1815,7.1337,563.14,560.67,71.973,5.3622,0.0000,99999,99999
0,703,2,1,9197,7.2679,464.13,459.02,82.934,8.4965,10.600,-54.697,99999
99,0.76,7,66,0.784,99999,99999,99999,99999,     D ,111111001,11111111,110000
 M  ,1,4,20,1830,6.7210,445.53,443.00,71.005,6.1082,0.0000,99999,99999
0,698,2,1,8181,6.8558,404.27,400.78,83.566,7.5255,2.5481,-59.851,99999
99,0.75,2,68,0.312,99999,99999,99999,99999,     D ,111111001,11111111,110000
 M  ,1,4,20,1845,6.3629,421.95,418.55,70.261,7.2694,0.0000,99999,99999
0,699,0,1,8364,6.4378,354.06,349.15,82.031,9.5383,0.000,-61.034,99999
99,0.74,0,70,0.372,99999,99999,99999,99999,     D ,111111001,11111111,110000
 M  ,1,4,20,1900,6.0573,539.08,538.06,69.177,3.5270,0.0000,0.00,31.00
0,698,5,1,8249,6.0662,383.22,377.74,75.826,9.6890,0.000,-61.260,6.64
99,0.72,3,71,0.866,99999,99999,99999,0.011,     D ,111111111,11111111,1110001
 H  ,1,4,20,1900,6.569,492.42,489.98,70.621,5.7044,0.0000,0.00,31.00
0,699,7,1,0.850,6.657,401.42,396.11,81.20,8.856,3.3,-59.2,6.64
9,9.7,5,   ,69.3,6.2580,5.4810,6.6540,0.011,     D ,111111331,11111111,3111113
 M  ,1,4,20,1915,5.7612,461.22,460.05,74.259,4.0814,0.0000,99999,99999
0,704,4,1,9434,5.7339,366.95,364.04,81.025,7.2200,0.000,-60.502,99999
99,0.71,9,74,0.125,99999,99999,99999,99999,     E ,111111001,11111111,110000
 M  ,1,4,20,1930,5.3940,379.11,377.56,81.787,5.1725,0.0000,99999,99999
0,708,8,2,282,5.2767,318.76,315.04,87.380,8.7470,0.000,-58.012,99999
99,0.73,0,76,0.529,99999,99999,99999,99999,     D ,111111001,11111111,110000
 M  ,1,4,20,1945,5.1068,437.44,436.25,79.933,4.2242,0.0000,99999,99999
0,711,6,2,837,4.9986,360.97,357.01,87.913,8.4847,0.000,-58.540,99999
99,0.73,6,78,0.232,99999,99999,99999,99999,     D ,111111001,11111111,110000
 M  ,1,4,20,2000,4.9455,348.32,346.42,85.131,5.9794,0.0000,99999,99999
0,711,4,2,777,4.7516,272.02,269.36,96.291,8.0094,0.000,-50.024,99999
99,0.74,8,79,0.589,99999,99999,99999,99999,     D ,111111001,11111111,110000
 H  ,1,4,20,2000,5.302,406.52,404.10,79.866,6.2486,0.0000,99999,99999
0,709,0,2,0.033,5.190,329.68,324.99,87.59,8.136,0.0,-56.8,99999
9,9.7,3,   ,77.1,6.3060,5.4670,6.6440,99999,     D ,111111001,11111111,111110
 M  ,1,4,20,2015,4.8509,386.52,384.74,82.800,5.4910,0.0000,99999,99999
0,704,4,1,9448,4.5169,281.37,279.21,92.877,7.0938,0.000,-48.876,99999
99,0.74,3,80,0.476,99999,99999,99999,99999,     E ,111111001,11111111,110000
 M  ,1,4,20,2030,4.6909,424.68,423.49,76.944,4.2945,0.0000,99999,99999
0,708,2,2,178,4.3955,333.22,331.07,85.059,6.5080,0.000,-53.236,99999
99,0.73,1,81,0.424,99999,99999,99999,99999,     E ,111111001,11111111,110000
 M  ,1,4,20,2045,4.3603,429.41,428.60,82.074,3.5182,0.0000,99999,99999
0,707,2,1,9973,4.1078,330.64,327.99,92.488,7.2552,0.000,-53.745,99999
99,0.72,2,82,0.386,99999,99999,99999,99999,     E ,111111001,11111111,110000
 M  ,1,4,20,2100,4.0703,433.43,432.29,79.369,4.1484,0.0000,99999,99999
0,702,5,1,9058,3.8353,349.96,346.87,88.448,7.6153,0.000,-54.151,99999
99,0.71,7,83,0.874,99999,99999,99999,99999,     D ,111111001,11111111,110000
